start,end,trips,start_lat,start_long,end_lat,end_long,dist_miles,width
95406,94927,5,38.4399,-122.7096,38.3396,-122.7011,6.9453318,1
95406,95436,5,38.4399,-122.7096,38.4923,-122.9042,11.132714,1
95406,95441,5,38.4399,-122.7096,38.7173,-122.8834,21.342006,1
95407,95433,5,38.4089,-122.7339,38.2993,-122.4867,15.38637,1
95407,95487,5,38.4089,-122.7339,38.2725,-122.4375,18.623243,1
95412,95421,5,38.7026,-123.3539,38.5918,-123.1965,11.43458,1
95419,95472,5,38.425,-122.9485,38.3941,-122.8433,6.0826134,1
95421,95441,5,38.5918,-123.1965,38.7173,-122.8834,18.989263,1
95421,95462,5,38.5918,-123.1965,38.4706,-123.0172,12.807919,1
95433,95407,5,38.2993,-122.4867,38.4089,-122.7339,15.38637,1
95433,95448,5,38.2993,-122.4867,38.6184,-122.862,29.973272,1
95433,95492,5,38.2993,-122.4867,38.5443,-122.8073,24.243213,1
95436,95406,5,38.4923,-122.9042,38.4399,-122.7096,11.132714,1
95439,95444,5,38.4947,-122.7761,38.4335,-122.8676,6.5103171,1
95439,95446,5,38.4947,-122.7761,38.5055,-122.9965,11.941008,1
95441,94951,5,38.7173,-122.8834,38.3153,-122.6483,30.545268,1
95441,95406,5,38.7173,-122.8834,38.4399,-122.7096,21.342006,1
95441,95444,5,38.7173,-122.8834,38.4335,-122.8676,19.62725,1
95442,95487,5,38.3662,-122.5196,38.2725,-122.4375,7.8562225,1
95444,94923,5,38.4335,-122.8676,38.3309,-123.0373,11.607376,1
95446,95406,5,38.5055,-122.9965,38.4399,-122.7096,16.167743,1
95446,95412,5,38.5055,-122.9965,38.7026,-123.3539,23.619044,1
95446,95442,5,38.5055,-122.9965,38.3662,-122.5196,27.546456,1
95462,95403,5,38.4706,-123.0172,38.4822,-122.7473,14.621062,1
95462,95436,5,38.4706,-123.0172,38.4923,-122.9042,6.293039,1
95465,95448,5,38.4087,-122.9954,38.6184,-122.862,16.184556,1
95472,95412,5,38.3941,-122.8433,38.7026,-123.3539,34.865525,1
95473,95402,5,38.4022,-122.8227,38.4399,-122.7096,6.6534414,1
95473,95441,5,38.4022,-122.8227,38.7173,-122.8834,22.016922,1
95473,95442,5,38.4022,-122.8227,38.3662,-122.5196,16.603208,1
95487,94931,5,38.2725,-122.4375,38.3259,-122.7048,14.956151,1
95487,95409,5,38.2725,-122.4375,38.4592,-122.6393,16.909052,1
95487,95433,5,38.2725,-122.4375,38.2993,-122.4867,3.2478481,1
94923,95441,4,38.3309,-123.0373,38.7173,-122.8834,27.963742,1
94923,95450,4,38.3309,-123.0373,38.4987,-123.1974,14.47549,1
94927,94951,4,38.3396,-122.7011,38.3153,-122.6483,3.3180255,1
94928,95412,4,38.347,-122.6941,38.7026,-123.3539,43.308718,1
94928,95450,4,38.347,-122.6941,38.4987,-123.1974,29.190699,1
94931,94955,4,38.3259,-122.7048,38.2324,-122.6367,7.4416021,1
94951,94953,4,38.3153,-122.6483,38.2324,-122.6367,5.7622928,1
94951,95402,4,38.3153,-122.6483,38.4399,-122.7096,9.22712,1
94953,95444,4,38.2324,-122.6367,38.4335,-122.8676,18.699476,1
94954,95462,4,38.2507,-122.6155,38.4706,-123.0172,26.541956,1
94955,94923,4,38.2324,-122.6367,38.3309,-123.0373,22.768079,1
94955,95406,4,38.2324,-122.6367,38.4399,-122.7096,14.871282,1
94955,95416,4,38.2324,-122.6367,38.3141,-122.4843,10.010087,1
94955,95439,4,38.2324,-122.6367,38.4947,-122.7761,19.633709,1
94955,95473,4,38.2324,-122.6367,38.4022,-122.8227,15.469593,1
94975,95448,4,38.2324,-122.6367,38.6184,-122.862,29.325972,1
94999,94931,4,38.2675,-122.6581,38.3259,-122.7048,4.7638508,1
94999,94954,4,38.2675,-122.6581,38.2507,-122.6155,2.5863093,1
95401,95450,4,38.4432,-122.7547,38.4987,-123.1974,24.252817,1
95402,95421,4,38.4399,-122.7096,38.5918,-123.1965,28.337503,1
95404,95412,4,38.4405,-122.7144,38.7026,-123.3539,39.004055,1
95405,95416,4,38.4386,-122.6727,38.3141,-122.4843,13.346707,1
95405,95450,4,38.4386,-122.6727,38.4987,-123.1974,28.686543,1
95405,95452,4,38.4386,-122.6727,38.4168,-122.5547,6.5622156,1
95406,95439,4,38.4399,-122.7096,38.4947,-122.7761,5.222842,1
95406,95444,4,38.4399,-122.7096,38.4335,-122.8676,8.5624615,1
95406,95473,4,38.4399,-122.7096,38.4022,-122.8227,6.6534414,1
95409,95439,4,38.4592,-122.6393,38.4947,-122.7761,7.7954896,1
95412,94923,4,38.7026,-123.3539,38.3309,-123.0373,30.862641,1
95416,95436,4,38.3141,-122.4843,38.4923,-122.9042,25.85551,1
95416,95441,4,38.3141,-122.4843,38.7173,-122.8834,35.236375,1
95419,94923,4,38.425,-122.9485,38.3309,-123.0373,8.0874036,1
95421,94954,4,38.5918,-123.1965,38.2507,-122.6155,39.301078,1
95421,95492,4,38.5918,-123.1965,38.5443,-122.8073,21.279901,1
95433,94951,4,38.2993,-122.4867,38.3153,-122.6483,8.8309907,1
95433,95405,4,38.2993,-122.4867,38.4386,-122.6727,13.934038,1
95433,95409,4,38.2993,-122.4867,38.4592,-122.6393,13.797635,1
95433,95452,4,38.2993,-122.4867,38.4168,-122.5547,8.9153121,1
95433,95472,4,38.2993,-122.4867,38.3941,-122.8433,20.403338,1
95436,94923,4,38.4923,-122.9042,38.3309,-123.0373,13.277238,1
95436,95402,4,38.4923,-122.9042,38.4399,-122.7096,11.132714,1
95436,95421,4,38.4923,-122.9042,38.5918,-123.1965,17.227466,1
95436,95462,4,38.4923,-122.9042,38.4706,-123.0172,6.293039,1
95439,95442,4,38.4947,-122.7761,38.3662,-122.5196,16.479317,1
95439,95473,4,38.4947,-122.7761,38.4022,-122.8227,6.8705937,1
95441,94923,4,38.7173,-122.8834,38.3309,-123.0373,27.963742,1
95441,95439,4,38.7173,-122.8834,38.4947,-122.7761,16.435148,1
95442,94955,4,38.3662,-122.5196,38.2324,-122.6367,11.215212,1
95442,94975,4,38.3662,-122.5196,38.2324,-122.6367,11.215212,1
95444,94952,4,38.4335,-122.8676,38.2403,-122.6777,16.855547,1
95444,94954,4,38.4335,-122.8676,38.2507,-122.6155,18.60546,1
95444,95441,4,38.4335,-122.8676,38.7173,-122.8834,19.62725,1
95444,95448,4,38.4335,-122.8676,38.6184,-122.862,12.778941,1
95446,94951,4,38.5055,-122.9965,38.3153,-122.6483,22.980044,1
95446,95450,4,38.5055,-122.9965,38.4987,-123.1974,10.873102,1
95448,95412,4,38.6184,-122.862,38.7026,-123.3539,27.169263,1
95448,95452,4,38.6184,-122.862,38.4168,-122.5547,21.679471,1
95450,95448,4,38.4987,-123.1974,38.6184,-122.862,19.919404,1
95452,94952,4,38.4168,-122.5547,38.2403,-122.6777,13.898316,1
95465,95412,4,38.4087,-122.9954,38.7026,-123.3539,28.063433,1
95465,95442,4,38.4087,-122.9954,38.3662,-122.5196,25.93483,1
95472,94953,4,38.3941,-122.8433,38.2324,-122.6367,15.819945,1
95473,95439,4,38.4022,-122.8227,38.4947,-122.7761,6.8705937,1
95473,95465,4,38.4022,-122.8227,38.4087,-122.9954,9.3614297,1
95492,94953,4,38.5443,-122.8073,38.2324,-122.6367,23.447227,1
95492,94975,4,38.5443,-122.8073,38.2324,-122.6367,23.447227,1
94923,94975,3,38.3309,-123.0373,38.2324,-122.6367,22.768079,1
94923,95442,3,38.3309,-123.0373,38.3662,-122.5196,28.158143,1
94927,95436,3,38.3396,-122.7011,38.4923,-122.9042,15.238259,1
94927,95448,3,38.3396,-122.7011,38.6184,-122.862,21.137911,1
94928,95452,3,38.347,-122.6941,38.4168,-122.5547,8.9589527,1
94928,95462,3,38.347,-122.6941,38.4706,-123.0172,19.466326,1
94931,94953,3,38.3259,-122.7048,38.2324,-122.6367,7.4416021,1
94931,95402,3,38.3259,-122.7048,38.4399,-122.7096,7.880928,1
94931,95416,3,38.3259,-122.7048,38.3141,-122.4843,11.980603,1
94931,95439,3,38.3259,-122.7048,38.4947,-122.7761,12.285178,1
94951,95473,3,38.3153,-122.6483,38.4022,-122.8227,11.195097,1
94952,95452,3,38.2403,-122.6777,38.4168,-122.5547,13.898316,1
94952,95462,3,38.2403,-122.6777,38.4706,-123.0172,24.321928,1
94952,95487,3,38.2403,-122.6777,38.2725,-122.4375,13.22068,1
94953,95406,3,38.2324,-122.6367,38.4399,-122.7096,14.871282,1
94955,95444,3,38.2324,-122.6367,38.4335,-122.8676,18.699476,1
94975,95402,3,38.2324,-122.6367,38.4399,-122.7096,14.871282,1
94975,95406,3,38.2324,-122.6367,38.4399,-122.7096,14.871282,1
94975,95416,3,38.2324,-122.6367,38.3141,-122.4843,10.010087,1
94999,95407,3,38.2675,-122.6581,38.4089,-122.7339,10.598298,1
95402,94923,3,38.4399,-122.7096,38.3309,-123.0373,19.279656,1
95402,94953,3,38.4399,-122.7096,38.2324,-122.6367,14.871282,1
95402,94955,3,38.4399,-122.7096,38.2324,-122.6367,14.871282,1
95402,94975,3,38.4399,-122.7096,38.2324,-122.6367,14.871282,1
95402,95416,3,38.4399,-122.7096,38.3141,-122.4843,14.982426,1
95404,95419,3,38.4405,-122.7144,38.425,-122.9485,12.715475,1
95406,95416,3,38.4399,-122.7096,38.3141,-122.4843,14.982426,1
95407,95412,3,38.4089,-122.7339,38.7026,-123.3539,39.166127,1
95409,94953,3,38.4592,-122.6393,38.2324,-122.6367,15.670999,1
95416,94975,3,38.3141,-122.4843,38.2324,-122.6367,10.010087,1
95421,94952,3,38.5918,-123.1965,38.2403,-122.6777,37.129825,1
95421,95407,3,38.5918,-123.1965,38.4089,-122.7339,28.024949,1
95421,95444,3,38.5918,-123.1965,38.4335,-122.8676,20.87603,1
95433,94931,3,38.2993,-122.4867,38.3259,-122.7048,11.965923,1
95433,95436,3,38.2993,-122.4867,38.4923,-122.9042,26.247787,1
95433,95441,3,38.2993,-122.4867,38.7173,-122.8834,35.974089,1
95436,95465,3,38.4923,-122.9042,38.4087,-122.9954,7.5971827,1
95441,94975,3,38.7173,-122.8834,38.2324,-122.6367,36.063087,1
95441,95450,3,38.7173,-122.8834,38.4987,-123.1974,22.705559,1
95441,95452,3,38.7173,-122.8834,38.4168,-122.5547,27.320327,1
95441,95462,3,38.7173,-122.8834,38.4706,-123.0172,18.513534,1
95442,95406,3,38.3662,-122.5196,38.4399,-122.7096,11.478964,1
95442,95446,3,38.3662,-122.5196,38.5055,-122.9965,27.546456,1
95442,95473,3,38.3662,-122.5196,38.4022,-122.8227,16.603208,1
95444,94931,3,38.4335,-122.8676,38.3259,-122.7048,11.533597,1
95444,94951,3,38.4335,-122.8676,38.3153,-122.6483,14.415414,1
95444,95442,3,38.4335,-122.8676,38.3662,-122.5196,19.408779,1
95446,95465,3,38.5055,-122.9965,38.4087,-122.9954,6.6884986,1
95448,94955,3,38.6184,-122.862,38.2324,-122.6367,29.325972,1
95448,95450,3,38.6184,-122.862,38.4987,-123.1974,19.919404,1
95450,94952,3,38.4987,-123.1974,38.2403,-122.6777,33.336418,1
95450,95405,3,38.4987,-123.1974,38.4386,-122.6727,28.686543,1
95450,95462,3,38.4987,-123.1974,38.4706,-123.0172,9.9375341,1
95450,95465,3,38.4987,-123.1974,38.4087,-122.9954,12.574899,1
95452,95416,3,38.4168,-122.5547,38.3141,-122.4843,8.0558634,1
95452,95472,3,38.4168,-122.5547,38.3941,-122.8433,15.70444,1
95452,95487,3,38.4168,-122.5547,38.2725,-122.4375,11.82114,1
95465,95441,3,38.4087,-122.9954,38.7173,-122.8834,22.164139,1
95465,95444,3,38.4087,-122.9954,38.4335,-122.8676,7.1271399,1
95465,95473,3,38.4087,-122.9954,38.4022,-122.8227,9.3614297,1
95471,95446,3,38.521,-122.9769,38.5055,-122.9965,1.5065704,1
95473,95421,3,38.4022,-122.8227,38.5918,-123.1965,24.087123,1
95487,94975,3,38.2725,-122.4375,38.2324,-122.6367,11.157727,1
95487,95401,3,38.2725,-122.4375,38.4432,-122.7547,20.843536,1
95487,95405,3,38.2725,-122.4375,38.4386,-122.6727,17.149416,1
95487,95492,3,38.2725,-122.4375,38.5443,-122.8073,27.45057,1
94922,95421,2,38.3514,-122.9741,38.5918,-123.1965,20.509201,1
94923,95402,2,38.3309,-123.0373,38.4399,-122.7096,19.279656,1
94923,95406,2,38.3309,-123.0373,38.4399,-122.7096,19.279656,1
94923,95419,2,38.3309,-123.0373,38.425,-122.9485,8.0874036,1
94927,95439,2,38.3396,-122.7011,38.4947,-122.7761,11.459727,1
94928,95487,2,38.347,-122.6941,38.2725,-122.4375,14.83346,1
94931,95421,2,38.3259,-122.7048,38.5918,-123.1965,32.330093,1
94931,95444,2,38.3259,-122.7048,38.4335,-122.8676,11.533597,1
94952,94922,2,38.2403,-122.6777,38.3514,-122.9741,17.811564,1
94952,95419,2,38.2403,-122.6777,38.425,-122.9485,19.44912,1
94952,95450,2,38.2403,-122.6777,38.4987,-123.1974,33.336418,1
94953,95441,2,38.2324,-122.6367,38.7173,-122.8834,36.063087,1
94953,95473,2,38.2324,-122.6367,38.4022,-122.8227,15.469593,1
94954,95412,2,38.2507,-122.6155,38.7026,-123.3539,50.696146,1
94955,95487,2,38.2324,-122.6367,38.2725,-122.4375,11.157727,1
94975,94923,2,38.2324,-122.6367,38.3309,-123.0373,22.768079,1
94999,95405,2,38.2675,-122.6581,38.4386,-122.6727,11.848306,1
95401,95412,2,38.4432,-122.7547,38.7026,-123.3539,36.998482,1
95402,95465,2,38.4399,-122.7096,38.4087,-122.9954,15.619756,1
95405,94953,2,38.4386,-122.6727,38.2324,-122.6367,14.380017,1
95405,95462,2,38.4386,-122.6727,38.4706,-123.0172,18.770543,1
95406,94923,2,38.4399,-122.7096,38.3309,-123.0373,19.279656,1
95406,94951,2,38.4399,-122.7096,38.3153,-122.6483,9.22712,1
95409,94923,2,38.4592,-122.6393,38.3309,-123.0373,23.304205,1
95409,94955,2,38.4592,-122.6393,38.2324,-122.6367,15.670999,1
95409,95433,2,38.4592,-122.6393,38.2993,-122.4867,13.797635,1
95409,95444,2,38.4592,-122.6393,38.4335,-122.8676,12.481013,1
95409,95487,2,38.4592,-122.6393,38.2725,-122.4375,16.909052,1
95412,94928,2,38.7026,-123.3539,38.347,-122.6941,43.308718,1
95412,95403,2,38.7026,-123.3539,38.4822,-122.7473,36.124961,1
95412,95407,2,38.7026,-123.3539,38.4089,-122.7339,39.166127,1
95412,95436,2,38.7026,-123.3539,38.4923,-122.9042,28.298853,1
95412,95446,2,38.7026,-123.3539,38.5055,-122.9965,23.619044,1
95416,94927,2,38.3141,-122.4843,38.3396,-122.7011,11.882497,1
95416,95439,2,38.3141,-122.4843,38.4947,-122.7761,20.132752,1
95416,95452,2,38.3141,-122.4843,38.4168,-122.5547,8.0558634,1
95416,95473,2,38.3141,-122.4843,38.4022,-122.8227,19.318343,1
95419,95404,2,38.425,-122.9485,38.4405,-122.7144,12.715475,1
95419,95407,2,38.425,-122.9485,38.4089,-122.7339,11.670566,1
95419,95436,2,38.425,-122.9485,38.4923,-122.9042,5.2313487,1
95419,95465,2,38.425,-122.9485,38.4087,-122.9954,2.7775229,1
95421,94928,2,38.5918,-123.1965,38.347,-122.6941,32.011143,1
95421,95405,2,38.5918,-123.1965,38.4386,-122.6727,30.231097,1
95433,94927,2,38.2993,-122.4867,38.3396,-122.7011,11.951147,1
95439,94955,2,38.4947,-122.7761,38.2324,-122.6367,19.633709,1
95441,94955,2,38.7173,-122.8834,38.2324,-122.6367,36.063087,1
95441,95416,2,38.7173,-122.8834,38.3141,-122.4843,35.236375,1
95441,95465,2,38.7173,-122.8834,38.4087,-122.9954,22.164139,1
95441,95473,2,38.7173,-122.8834,38.4022,-122.8227,22.016922,1
95442,94927,2,38.3662,-122.5196,38.3396,-122.7011,10.004521,1
95442,95402,2,38.3662,-122.5196,38.4399,-122.7096,11.478964,1
95442,95439,2,38.3662,-122.5196,38.4947,-122.7761,16.479317,1
95444,94955,2,38.4335,-122.8676,38.2324,-122.6367,18.699476,1
95444,95446,2,38.4335,-122.8676,38.5055,-122.9965,8.5656276,1
95446,94975,2,38.5055,-122.9965,38.2324,-122.6367,27.128268,1
95448,95433,2,38.6184,-122.862,38.2993,-122.4867,29.973272,1
95450,95401,2,38.4987,-123.1974,38.4432,-122.7547,24.252817,1
95452,95433,2,38.4168,-122.5547,38.2993,-122.4867,8.9153121,1
95462,94923,2,38.4706,-123.0172,38.3309,-123.0373,9.7135035,1
95462,94931,2,38.4706,-123.0172,38.3259,-122.7048,19.649798,1
95462,95404,2,38.4706,-123.0172,38.4405,-122.7144,16.514867,1
95462,95412,2,38.4706,-123.0172,38.7026,-123.3539,24.240935,1
95462,95492,2,38.4706,-123.0172,38.5443,-122.8073,12.438821,1
95465,94951,2,38.4087,-122.9954,38.3153,-122.6483,19.881127,1
95465,94975,2,38.4087,-122.9954,38.2324,-122.6367,22.94464,1
95465,95402,2,38.4087,-122.9954,38.4399,-122.7096,15.619756,1
95465,95462,2,38.4087,-122.9954,38.4706,-123.0172,4.4366149,1
95465,95492,2,38.4087,-122.9954,38.5443,-122.8073,13.831067,1
95472,95416,2,38.3941,-122.8433,38.3141,-122.4843,20.221564,1
95472,95433,2,38.3941,-122.8433,38.2993,-122.4867,20.403338,1
95472,95450,2,38.3941,-122.8433,38.4987,-123.1974,20.479106,1
95473,94927,2,38.4022,-122.8227,38.3396,-122.7011,7.8801561,1
95473,94955,2,38.4022,-122.8227,38.2324,-122.6367,15.469593,1
95473,95406,2,38.4022,-122.8227,38.4399,-122.7096,6.6534414,1
95473,95412,2,38.4022,-122.8227,38.7026,-123.3539,35.420783,1
95487,95448,2,38.2725,-122.4375,38.6184,-122.862,33.149031,1
95492,94955,2,38.5443,-122.8073,38.2324,-122.6367,23.447227,1
95492,95433,2,38.5443,-122.8073,38.2993,-122.4867,24.243213,1
94922,95446,1,38.3514,-122.9741,38.5055,-122.9965,10.716091,1
94923,94951,1,38.3309,-123.0373,38.3153,-122.6483,21.113469,1
94923,94953,1,38.3309,-123.0373,38.2324,-122.6367,22.768079,1
94923,94955,1,38.3309,-123.0373,38.2324,-122.6367,22.768079,1
94928,94999,1,38.347,-122.6941,38.2675,-122.6581,5.8293898,1
94928,95480,1,38.347,-122.6941,38.7082,-123.3478,43.258521,1
94931,94923,1,38.3259,-122.7048,38.3309,-123.0373,18.025325,1
94931,95412,1,38.3259,-122.7048,38.7026,-123.3539,43.690361,1
94931,95433,1,38.3259,-122.7048,38.2993,-122.4867,11.965923,1
94931,95452,1,38.3259,-122.7048,38.4168,-122.5547,10.27405,1
94931,95462,1,38.3259,-122.7048,38.4706,-123.0172,19.649798,1
94931,95487,1,38.3259,-122.7048,38.2725,-122.4375,14.956151,1
94951,94972,1,38.3153,-122.6483,38.318,-122.9242,14.957797,1
94951,95416,1,38.3153,-122.6483,38.3141,-122.4843,8.8911238,1
94951,95421,1,38.3153,-122.6483,38.5918,-123.1965,35.281676,1
94951,95444,1,38.3153,-122.6483,38.4335,-122.8676,14.415414,1
94951,95452,1,38.3153,-122.6483,38.4168,-122.5547,8.6540775,1
94951,95487,1,38.3153,-122.6483,38.2725,-122.4375,11.80744,1
94952,94999,1,38.2403,-122.6777,38.2675,-122.6581,2.1593568,1
94953,94999,1,38.2324,-122.6367,38.2675,-122.6581,2.6888266,1
94953,95446,1,38.2324,-122.6367,38.5055,-122.9965,27.128268,1
94953,95462,1,38.2324,-122.6367,38.4706,-123.0172,26.380489,1
94953,95487,1,38.2324,-122.6367,38.2725,-122.4375,11.157727,1
94955,95421,1,38.2324,-122.6367,38.5918,-123.1965,39.180812,1
94955,95462,1,38.2324,-122.6367,38.4706,-123.0172,26.380489,1
94972,95441,1,38.318,-122.9242,38.7173,-122.8834,27.676989,1
94975,95412,1,38.2324,-122.6367,38.7026,-123.3539,50.603877,1
94975,95421,1,38.2324,-122.6367,38.5918,-123.1965,39.180812,1
94975,95433,1,38.2324,-122.6367,38.2993,-122.4867,9.3584631,1
94975,95436,1,38.2324,-122.6367,38.4923,-122.9042,23.075683,1
94975,95441,1,38.2324,-122.6367,38.7173,-122.8834,36.063087,1
94975,95446,1,38.2324,-122.6367,38.5055,-122.9965,27.128268,1
94975,95452,1,38.2324,-122.6367,38.4168,-122.5547,13.493853,1
94975,95473,1,38.2324,-122.6367,38.4022,-122.8227,15.469593,1
95401,94922,1,38.4432,-122.7547,38.3514,-122.9741,13.467632,1
95401,95419,1,38.4432,-122.7547,38.425,-122.9485,10.564036,1
95402,95419,1,38.4399,-122.7096,38.425,-122.9485,12.97106,1
95402,95433,1,38.4399,-122.7096,38.2993,-122.4867,15.497389,1
95402,95487,1,38.4399,-122.7096,38.2725,-122.4375,18.738219,1
95406,94955,1,38.4399,-122.7096,38.2324,-122.6367,14.871282,1
95406,94975,1,38.4399,-122.7096,38.2324,-122.6367,14.871282,1
95406,95462,1,38.4399,-122.7096,38.4706,-123.0172,16.777801,1
95407,94922,1,38.4089,-122.7339,38.3514,-122.9741,13.602995,1
95407,94972,1,38.4089,-122.7339,38.318,-122.9242,12.071986,1
95407,95450,1,38.4089,-122.7339,38.4987,-123.1974,25.834985,1
95409,94975,1,38.4592,-122.6393,38.2324,-122.6367,15.670999,1
95409,95421,1,38.4592,-122.6393,38.5918,-123.1965,31.48137,1
95409,95450,1,38.4592,-122.6393,38.4987,-123.1974,30.310031,1
95409,95462,1,38.4592,-122.6393,38.4706,-123.0172,20.459293,1
95409,95465,1,38.4592,-122.6393,38.4087,-122.9954,19.586324,1
95412,95409,1,38.7026,-123.3539,38.4592,-122.6393,42.101619,1
95412,95448,1,38.7026,-123.3539,38.6184,-122.862,27.169263,1
95412,95450,1,38.7026,-123.3539,38.4987,-123.1974,16.428255,1
95412,95462,1,38.7026,-123.3539,38.4706,-123.0172,24.240935,1
95412,95465,1,38.7026,-123.3539,38.4087,-122.9954,28.063433,1
95412,95473,1,38.7026,-123.3539,38.4022,-122.8227,35.420783,1
95412,95492,1,38.7026,-123.3539,38.5443,-122.8073,31.467495,1
95416,94923,1,38.3141,-122.4843,38.3309,-123.0373,29.998332,1
95416,94951,1,38.3141,-122.4843,38.3153,-122.6483,8.8911238,1
95416,94953,1,38.3141,-122.4843,38.2324,-122.6367,10.010087,1
95416,95446,1,38.3141,-122.4843,38.5055,-122.9965,30.722659,1
95416,95450,1,38.3141,-122.4843,38.4987,-123.1974,40.661575,1
95419,94952,1,38.425,-122.9485,38.2403,-122.6777,19.44912,1
95419,94954,1,38.425,-122.9485,38.2507,-122.6155,21.696034,1
95419,95401,1,38.425,-122.9485,38.4432,-122.7547,10.564036,1
95419,95412,1,38.425,-122.9485,38.7026,-123.3539,29.11302,1
95419,95446,1,38.425,-122.9485,38.5055,-122.9965,6.1383321,1
95419,95448,1,38.425,-122.9485,38.6184,-122.862,14.157133,1
95419,95473,1,38.425,-122.9485,38.4022,-122.8227,6.990353,1
95421,94955,1,38.5918,-123.1965,38.2324,-122.6367,39.180812,1
95421,95401,1,38.5918,-123.1965,38.4432,-122.7547,25.996987,1
95421,95409,1,38.5918,-123.1965,38.4592,-122.6393,31.48137,1
95421,95416,1,38.5918,-123.1965,38.3141,-122.4843,43.048246,1
95421,95442,1,38.5918,-123.1965,38.3662,-122.5196,39.792539,1
95421,95473,1,38.5918,-123.1965,38.4022,-122.8227,24.087123,1
95430,95442,1,38.4538,-123.055,38.3662,-122.5196,29.611934,1
95431,95409,1,38.3488,-122.5108,38.4592,-122.6393,10.324412,1
95433,95402,1,38.2993,-122.4867,38.4399,-122.7096,15.497389,1
95433,95421,1,38.2993,-122.4867,38.5918,-123.1965,43.402169,1
95433,95473,1,38.2993,-122.4867,38.4022,-122.8227,19.54507,1
95436,94975,1,38.4923,-122.9042,38.2324,-122.6367,23.075683,1
95436,95412,1,38.4923,-122.9042,38.7026,-123.3539,28.298853,1
95436,95439,1,38.4923,-122.9042,38.4947,-122.7761,6.9293601,1
95436,95450,1,38.4923,-122.9042,38.4987,-123.1974,15.861352,1
95439,94923,1,38.4947,-122.7761,38.3309,-123.0373,18.11219,1
95439,95402,1,38.4947,-122.7761,38.4399,-122.7096,5.222842,1
95439,95406,1,38.4947,-122.7761,38.4399,-122.7096,5.222842,1
95439,95465,1,38.4947,-122.7761,38.4087,-122.9954,13.270764,1
95441,94927,1,38.7173,-122.8834,38.3396,-122.7011,27.894847,1
95441,94953,1,38.7173,-122.8834,38.2324,-122.6367,36.063087,1
95441,95412,1,38.7173,-122.8834,38.7026,-123.3539,25.387318,1
95441,95433,1,38.7173,-122.8834,38.2993,-122.4867,35.974089,1
95441,95487,1,38.7173,-122.8834,38.2725,-122.4375,39.063023,1
95442,94953,1,38.3662,-122.5196,38.2324,-122.6367,11.215212,1
95442,95421,1,38.3662,-122.5196,38.5918,-123.1965,39.792539,1
95442,95444,1,38.3662,-122.5196,38.4335,-122.8676,19.408779,1
95442,95465,1,38.3662,-122.5196,38.4087,-122.9954,25.93483,1
95444,95406,1,38.4335,-122.8676,38.4399,-122.7096,8.5624615,1
95444,95412,1,38.4335,-122.8676,38.7026,-123.3539,32.184652,1
95444,95419,1,38.4335,-122.8676,38.425,-122.9485,4.4180078,1
95444,95433,1,38.4335,-122.8676,38.2993,-122.4867,22.622102,1
95444,95439,1,38.4335,-122.8676,38.4947,-122.7761,6.5103171,1
95444,95452,1,38.4335,-122.8676,38.4168,-122.5547,16.976259,1
95444,95462,1,38.4335,-122.8676,38.4706,-123.0172,8.4908786,1
95444,95465,1,38.4335,-122.8676,38.4087,-122.9954,7.1271399,1
95446,94953,1,38.5055,-122.9965,38.2324,-122.6367,27.128268,1
95446,95419,1,38.5055,-122.9965,38.425,-122.9485,6.1383321,1
95448,94953,1,38.6184,-122.862,38.2324,-122.6367,29.325972,1
95448,94975,1,38.6184,-122.862,38.2324,-122.6367,29.325972,1
95448,95462,1,38.6184,-122.862,38.4706,-123.0172,13.214593,1
95448,95487,1,38.6184,-122.862,38.2725,-122.4375,33.149031,1
95450,95403,1,38.4987,-123.1974,38.4822,-122.7473,24.368141,1
95450,95436,1,38.4987,-123.1974,38.4923,-122.9042,15.861352,1
95450,95472,1,38.4987,-123.1974,38.3941,-122.8433,20.479106,1
95450,95497,1,38.4987,-123.1974,38.7256,-123.4675,21.410766,1
95452,94931,1,38.4168,-122.5547,38.3259,-122.7048,10.27405,1
95452,94951,1,38.4168,-122.5547,38.3153,-122.6483,8.6540775,1
95452,94953,1,38.4168,-122.5547,38.2324,-122.6367,13.493853,1
95452,94955,1,38.4168,-122.5547,38.2324,-122.6367,13.493853,1
95452,95436,1,38.4168,-122.5547,38.4923,-122.9042,19.616733,1
95452,95441,1,38.4168,-122.5547,38.7173,-122.8834,27.320327,1
95462,94928,1,38.4706,-123.0172,38.347,-122.6941,19.466326,1
95462,94952,1,38.4706,-123.0172,38.2403,-122.6777,24.321928,1
95462,95405,1,38.4706,-123.0172,38.4386,-122.6727,18.770543,1
95462,95409,1,38.4706,-123.0172,38.4592,-122.6393,20.459293,1
95462,95441,1,38.4706,-123.0172,38.7173,-122.8834,18.513534,1
95462,95448,1,38.4706,-123.0172,38.6184,-122.862,13.214593,1
95465,94927,1,38.4087,-122.9954,38.3396,-122.7011,16.641031,1
95465,95406,1,38.4087,-122.9954,38.4399,-122.7096,15.619756,1
95465,95439,1,38.4087,-122.9954,38.4947,-122.7761,13.270764,1
95465,95450,1,38.4087,-122.9954,38.4987,-123.1974,12.574899,1
95471,95421,1,38.521,-122.9769,38.5918,-123.1965,12.833975,1
95471,95472,1,38.521,-122.9769,38.3941,-122.8433,11.36339,1
95472,94922,1,38.3941,-122.8433,38.3514,-122.9741,7.6749324,1
